21/11/2019;17:50:10;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:09.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:10;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:10.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:10;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:10.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:11;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:10.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:11;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:10.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:11;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:11.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:11;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:11.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:12;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:11.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:12;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:11.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:12;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:12.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:12;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:12.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:13;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:12.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:13;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:12.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:13;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:13.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:13;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:13.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:14;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:13.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:14;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:13.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:14;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:14.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:14;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:14.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:15;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:14.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:15;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:14.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:15;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:15.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:15;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:15.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:16;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:15.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:16;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:15.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:16;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:16.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:16;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:16.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:17;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:16.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:17;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:16.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:17;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:17.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:17;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:17.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:18;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:17.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:18;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:17.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:18;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:18.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:18;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:18.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:19;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:18.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:19;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:18.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:19;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:19.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:19;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:19.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:20;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:19.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:20;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:19.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:20;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:20.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:20;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:20.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:21;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:20.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:21;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:20.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:21;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:21.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:21;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:21.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:22;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:21.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:22;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:21.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:22;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:22.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:22;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:22.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:23;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:22.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:23;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:22.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:23;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:23.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:23;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:23.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:24;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:23.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:24;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:23.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:24;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:24.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:24;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:24.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:25;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:24.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:25;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:24.000)(gpos 1.20 -0.00 -0.09)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:25;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:25.000)(gpos 1.20 -0.00 -0.11)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:25;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:25.000)(gpos 1.20 -0.00 -0.11)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:26;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:25.000)(gpos 1.20 -0.00 -0.32)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:26;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:25.000)(gpos 1.20 -0.00 -0.32)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:26;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:26.000)(gpos 1.20 -0.00 -0.73)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:26;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:26.000)(gpos 1.20 -0.00 -0.73)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:27;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:26.000)(gpos 1.20 -0.00 -1.20)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:27;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:26.000)(gpos 1.20 -0.00 -1.20)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:27;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:27.000)(gpos 1.20 -0.00 -1.51)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:27;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:27.000)(gpos 1.20 -0.00 -1.51)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:28;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:27.000)(gpos 1.20 -0.00 -1.51)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:28;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:27.000)(gpos 1.20 -0.00 -1.51)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:28;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:28.000)(gpos 1.20 -0.00 -1.61)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:28;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:28.000)(gpos 1.20 -0.00 -1.61)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:29;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:28.000)(gpos 1.20 -0.01 -1.62)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:29;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:28.000)(gpos 1.20 -0.01 -1.62)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:29;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:29.000)(gpos 1.20 -0.05 -1.67)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:29;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:29.000)(gpos 1.20 -0.05 -1.67)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:30;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:29.000)(gpos 1.18 -0.14 -1.80)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:30;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:29.000)(gpos 1.18 -0.14 -1.80)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:30;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:30.000)(gpos 1.16 -0.25 -1.81)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:30;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:30.000)(gpos 1.16 -0.25 -1.81)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:31;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:30.000)(gpos 1.14 -0.36 -1.65)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:31;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:30.000)(gpos 1.14 -0.36 -1.65)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:31;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:31.000)(gpos 1.15 -0.48 -1.48)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:31;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:31.000)(gpos 1.15 -0.48 -1.48)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:32;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:31.000)(gpos 1.16 -0.60 -1.45)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:32;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:31.000)(gpos 1.16 -0.60 -1.45)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:32;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:32.000)(gpos 1.18 -0.75 -1.47)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:32;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:32.000)(gpos 1.18 -0.75 -1.47)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:33;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:32.000)(gpos 1.19 -0.85 -1.48)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:33;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:32.000)(gpos 1.19 -0.85 -1.48)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:33;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:33.000)(gpos 1.20 -0.90 -1.49)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:33;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:33.000)(gpos 1.20 -0.90 -1.49)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:34;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:33.000)(gpos 1.20 -0.90 -1.49)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:34;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:33.000)(gpos 1.20 -0.90 -1.49)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:34;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:34.000)(gpos 1.20 -0.90 -1.41)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:34;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:34.000)(gpos 1.20 -0.90 -1.41)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:35;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:34.000)(gpos 1.21 -0.90 -1.11)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:35;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:34.000)(gpos 1.21 -0.90 -1.11)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:35;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:35.000)(gpos 1.21 -0.90 -0.62)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:35;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:35.000)(gpos 1.21 -0.90 -0.62)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:36;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:35.000)(gpos 1.21 -0.90 -0.20)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:36;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:35.000)(gpos 1.21 -0.90 -0.20)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:36;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:36.000)(gpos 1.21 -0.90 0.01)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:36;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:36.000)(gpos 1.21 -0.90 0.01)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:37;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:36.000)(gpos 1.21 -0.90 0.01)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:37;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:36.000)(gpos 1.21 -0.90 0.01)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:37;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:37.000)(gpos 1.21 -0.90 0.04)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:37;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:37.000)(gpos 1.21 -0.90 0.04)(spos ""n/a"")(act {(12 Running)})}]"
21/11/2019;17:50:37;"	INCOMING MESSAGE from CAHRIM: publish#D5.1#[(:goal(?G1 accept-request true))]"
21/11/2019;17:50:37;"	OUTCOMING MESSAGE to CKB: subscribed#D5.1#[(:goal(?G1 accept-request true))]"
21/11/2019;17:50:37;"	OUTCOMING MESSAGE to CSPEM: subscribed#D5.1#[(:goal(?G1 accept-request true))]"
21/11/2019;17:50:38;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:37.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(12 Finished)})}]"
21/11/2019;17:50:38;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:37.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(12 Finished)})}]"
21/11/2019;17:50:38;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:38.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {})}]"
21/11/2019;17:50:38;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:38.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {})}]"
21/11/2019;17:50:39;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:38.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {})}]"
21/11/2019;17:50:39;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:38.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {})}]"
21/11/2019;17:50:39;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:39.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {})}]"
21/11/2019;17:50:39;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:39.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {})}]"
21/11/2019;17:50:40;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:50:39.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {})}]"
